Date,Open,High,Low,Close,GAP up/down,Range,O-C,C-C,LOD>P.Close,P.Close>High,,,
1/17/19,"2,609.28","2,645.06","2,606.36","2,635.96",-6.82,38.7,26.68,19.86,-9.74,-28.96,,,
1/18/19,"2,651.27","2,675.47","2,647.58","2,670.71",15.31,27.89,19.44,34.75,11.62,-39.51,,,
1/22/19,"2,657.88","2,657.88","2,617.27","2,632.90",-12.83,40.61,-24.98,-37.81,-53.44,12.83,,,
1/23/19,"2,643.48","2,653.19","2,612.86","2,638.70",10.58,40.33,-4.78,5.8,-20.04,-20.29,,,
1/24/19,"2,638.84","2,647.20","2,627.01","2,642.33",0.14,20.19,3.49,3.63,-11.69,-8.5,,,
1/25/19,"2,657.44","2,672.38","2,657.33","2,664.76",15.11,15.05,7.32,22.43,15,-30.05,,,
1/28/19,"2,644.97","2,644.97","2,624.06","2,643.85",-19.79,20.91,-1.12,-20.91,-40.7,19.79,,,
1/29/19,"2,644.89","2,650.93","2,631.05","2,640.00",1.04,19.88,-4.89,-3.85,-12.8,-7.08,,,
1/30/19,"2,653.62","2,690.44","2,648.34","2,681.05",13.62,42.1,27.43,41.05,8.34,-50.44,,,
1/31/19,"2,685.49","2,708.95","2,678.65","2,704.10",4.44,30.3,18.61,23.05,-2.4,-27.9,,,
2/1/19,"2,702.32","2,716.66","2,696.88","2,706.53",-1.78,19.78,4.21,2.43,-7.22,-12.56,,,
2/4/19,"2,706.49","2,724.99","2,698.75","2,724.87",-0.04,26.24,18.38,18.34,-7.78,-18.46,,,
2/5/19,"2,728.34","2,738.98","2,724.03","2,737.70",3.47,14.95,9.36,12.83,-0.84,-14.11,,,
2/6/19,"2,735.05","2,738.08","2,724.15","2,731.61",-2.65,13.93,-3.44,-6.09,-13.55,-0.38,,,
2/7/19,"2,717.53","2,719.32","2,687.26","2,706.05",-14.08,32.06,-11.48,-25.56,-44.35,12.29,,,
2/8/19,"2,692.36","2,708.07","2,681.83","2,707.88",-13.69,26.24,15.52,1.83,-24.22,-2.02,,,
2/11/19,"2,712.40","2,718.05","2,703.79","2,709.80",4.52,14.26,-2.6,1.92,-4.09,-10.17,,,
2/12/19,"2,722.61","2,748.19","2,722.61","2,744.73",12.81,25.58,22.12,34.93,12.81,-38.39,,,
2/13/19,"2,750.30","2,761.85","2,748.63","2,753.03",5.57,13.22,2.73,8.3,3.9,-17.12,,,
2/14/19,"2,743.50","2,757.90","2,731.23","2,745.73",-9.53,26.67,2.23,-7.3,-21.8,-4.87,,,
2/15/19,"2,760.24","2,775.66","2,760.24","2,775.60",14.51,15.42,15.36,29.87,14.51,-29.93,,,
2/19/19,"2,769.28","2,787.33","2,767.29","2,779.76",-6.32,20.04,10.48,4.16,-8.31,-11.73,,,
2/20/19,"2,779.05","2,789.88","2,774.06","2,784.70",-0.71,15.82,5.65,4.94,-5.7,-10.12,,,
2/21/19,"2,780.24","2,781.58","2,764.55","2,774.88",-4.46,17.03,-5.36,-9.82,-20.15,3.12,,,
2/22/19,"2,780.67","2,794.20","2,779.11","2,792.67",5.79,15.09,12,17.79,4.23,-19.32,,,
2/25/19,"2,804.35","2,813.49","2,794.99","2,796.11",11.68,18.5,-8.24,3.44,2.32,-20.82,,,
2/26/19,"2,792.36","2,803.12","2,789.47","2,793.90",-3.75,13.65,1.54,-2.21,-6.64,-7.01,,,
2/27/19,"2,787.50","2,795.76","2,775.13","2,792.38",-6.4,20.63,4.88,-1.52,-18.77,-1.86,,,
2/28/19,"2,788.11","2,793.73","2,782.51","2,784.49",-4.27,11.22,-3.62,-7.89,-9.87,-1.35,,,
3/1/19,"2,798.22","2,808.02","2,787.38","2,803.69",13.73,20.64,5.47,19.2,2.89,-23.53,,,
3/4/19,"2,814.37","2,816.88","2,767.66","2,792.81",10.68,49.22,-21.56,-10.88,-36.03,-13.19,,,
3/5/19,"2,794.41","2,796.44","2,782.97","2,789.65",1.6,13.47,-4.76,-3.16,-9.84,-3.63,,,
3/6/19,"2,790.27","2,790.27","2,768.69","2,771.45",0.62,21.58,-18.82,-18.2,-20.96,-0.62,,,
3/7/19,"2,766.53","2,767.25","2,739.09","2,748.93",-4.92,28.16,-17.6,-22.52,-32.36,4.2,,,
3/8/19,"2,730.79","2,744.13","2,722.27","2,743.07",-18.14,21.86,12.28,-5.86,-26.66,4.8,,,
3/11/19,"2,747.61","2,784.00","2,747.61","2,783.30",4.54,36.39,35.69,40.23,4.54,-40.93,,,
3/12/19,"2,787.34","2,798.32","2,786.73","2,791.52",4.04,11.59,4.18,8.22,3.43,-15.02,,,
3/13/19,"2,799.78","2,821.24","2,799.78","2,810.92",8.26,21.46,11.14,19.4,8.26,-29.72,,,
3/14/19,"2,810.38","2,815.00","2,803.46","2,808.48",-0.54,11.54,-1.9,-2.44,-7.46,-4.08,,,
3/15/19,"2,810.79","2,830.73","2,810.79","2,822.48",2.31,19.94,11.69,14,2.31,-22.25,,,
3/18/19,"2,822.61","2,835.41","2,821.99","2,832.94",0.13,13.42,10.33,10.46,-0.49,-12.93,,,
3/19/19,"2,840.76","2,852.42","2,823.27","2,832.57",7.82,29.15,-8.19,-0.37,-9.67,-19.48,,,
3/20/19,"2,831.34","2,843.54","2,812.43","2,824.23",-1.23,31.11,-7.11,-8.34,-20.14,-10.97,,,
3/21/19,"2,819.72","2,860.31","2,817.38","2,854.88",-4.51,42.93,35.16,30.65,-6.85,-36.08,,,
3/22/19,"2,844.52","2,846.16","2,800.47","2,800.71",-10.36,45.69,-43.81,-54.17,-54.41,8.72,,,
3/25/19,"2,796.01","2,809.79","2,785.02","2,798.36",-4.7,24.77,2.35,-2.35,-15.69,-9.08,,,
3/26/19,"2,812.66","2,829.87","2,803.99","2,818.46",14.3,25.88,5.8,20.1,5.63,-31.51,,,
3/27/19,"2,819.72","2,825.56","2,787.72","2,805.37",1.26,37.84,-14.35,-13.09,-30.74,-7.1,,,
3/28/19,"2,809.40","2,819.71","2,798.77","2,815.44",4.03,20.94,6.04,10.07,-6.6,-14.34,,,
3/29/19,"2,828.27","2,836.03","2,819.23","2,834.40",12.83,16.8,6.13,18.96,3.79,-20.59,,,
4/1/19,"2,848.63","2,869.40","2,848.63","2,867.19",14.23,20.77,18.56,32.79,14.23,-35,,,
4/2/19,"2,868.24","2,872.90","2,858.75","2,867.24",1.05,14.15,-1,0.05,-8.44,-5.71,,,
4/3/19,"2,876.09","2,885.25","2,865.17","2,873.40",8.85,20.08,-2.69,6.16,-2.07,-18.01,,,
4/4/19,"2,873.99","2,881.28","2,867.14","2,879.39",0.59,14.14,5.4,5.99,-6.26,-7.88,,,
4/5/19,"2,884.16","2,893.24","2,882.99","2,892.74",4.77,10.25,8.58,13.35,3.6,-13.85,,,
4/8/19,"2,888.46","2,895.95","2,880.78","2,895.77",-4.28,15.17,7.31,3.03,-11.96,-3.21,,,
4/9/19,"2,886.58","2,886.88","2,873.33","2,878.20",-9.19,13.55,-8.38,-17.57,-22.44,8.89,,,
4/10/19,"2,881.37","2,889.71","2,879.13","2,888.21",3.17,10.58,6.84,10.01,0.93,-11.51,,,
4/11/19,"2,891.92","2,893.42","2,881.99","2,888.32",3.71,11.43,-3.6,0.11,-6.22,-5.21,,,
4/12/19,"2,900.86","2,910.54","2,898.37","2,907.41",12.54,12.17,6.55,19.09,10.05,-22.22,,,
4/15/19,"2,908.32","2,909.60","2,896.48","2,905.58",0.91,13.12,-2.74,-1.83,-10.93,-2.19,,,
4/16/19,"2,912.26","2,916.06","2,900.71","2,907.06",6.68,15.35,-5.2,1.48,-4.87,-10.48,,,
4/17/19,"2,916.04","2,918.00","2,895.45","2,900.45",8.98,22.55,-15.59,-6.61,-11.61,-10.94,,,
4/18/19,"2,904.81","2,908.40","2,891.90","2,905.03",4.36,16.5,0.22,4.58,-8.55,-7.95,,,
4/22/19,"2,898.78","2,909.51","2,896.35","2,907.97",-6.25,13.16,9.19,2.94,-8.68,-4.48,,,
4/23/19,"2,909.99","2,936.31","2,908.53","2,933.68",2.02,27.78,23.69,25.71,0.56,-28.34,,,
4/24/19,"2,934.00","2,936.83","2,926.05","2,927.25",0.32,10.78,-6.75,-6.43,-7.63,-3.15,,,
4/25/19,"2,928.99","2,933.10","2,912.84","2,926.17",1.74,20.26,-2.82,-1.08,-14.41,-5.85,,,
4/26/19,"2,925.81","2,939.88","2,917.56","2,939.88",-0.36,22.32,14.07,13.71,-8.61,-13.71,,,
4/29/19,"2,940.58","2,949.52","2,939.35","2,943.03",0.7,10.17,2.45,3.15,-0.53,-9.64,,,
4/30/19,"2,937.14","2,948.22","2,924.11","2,945.83",-5.89,24.11,8.69,2.8,-18.92,-5.19,,,
5/1/19,"2,952.33","2,954.13","2,923.36","2,923.73",6.5,30.77,-28.6,-22.1,-22.47,-8.3,,,
5/2/19,"2,922.16","2,931.68","2,900.50","2,917.52",-1.57,31.18,-4.64,-6.21,-23.23,-7.95,,,
5/3/19,"2,929.21","2,947.85","2,929.21","2,945.64",11.69,18.64,16.43,28.12,11.69,-30.33,,,
5/6/19,"2,908.89","2,937.32","2,898.21","2,932.47",-36.75,39.11,23.58,-13.17,-47.43,8.32,,,
5/7/19,"2,913.03","2,913.03","2,862.60","2,884.05",-19.44,50.43,-28.98,-48.42,-69.87,19.44,,,
5/8/19,"2,879.61","2,897.96","2,873.28","2,879.42",-4.44,24.68,-0.19,-4.63,-10.77,-13.91,,,
5/9/19,"2,859.84","2,875.97","2,836.40","2,870.72",-19.58,39.57,10.88,-8.7,-43.02,3.45,,,
5/10/19,"2,863.10","2,891.31","2,825.39","2,881.40",-7.62,65.92,18.3,10.68,-45.33,-20.59,,,
5/13/19,"2,840.19","2,840.19","2,801.43","2,811.87",-41.21,38.76,-28.32,-69.53,-79.97,41.21,,,
5/14/19,"2,820.12","2,852.54","2,820.12","2,834.41",8.25,32.42,14.29,22.54,8.25,-40.67,,,
5/15/19,"2,820.38","2,858.68","2,815.08","2,850.96",-14.03,43.6,30.58,16.55,-19.33,-24.27,,,
5/16/19,"2,855.80","2,892.15","2,855.80","2,876.32",4.84,36.35,20.52,25.36,4.84,-41.19,,,
5/17/19,"2,858.60","2,885.48","2,854.23","2,859.53",-17.72,31.25,0.93,-16.79,-22.09,-9.16,,,
5/20/19,"2,841.94","2,853.86","2,831.29","2,840.23",-17.59,22.57,-1.71,-19.3,-28.24,5.67,,,
5/21/19,"2,854.02","2,868.88","2,854.02","2,864.36",13.79,14.86,10.34,24.13,13.79,-28.65,,,
5/22/19,"2,856.06","2,865.47","2,851.11","2,856.27",-8.3,14.36,0.21,-8.09,-13.25,-1.11,,,
5/23/19,"2,836.70","2,836.70","2,805.49","2,822.24",-19.57,31.21,-14.46,-34.03,-50.78,19.57,,,
5/24/19,"2,832.41","2,841.36","2,820.19","2,826.06",10.17,21.17,-6.35,3.82,-2.05,-19.12,,,
5/28/19,"2,830.03","2,840.51","2,801.58","2,802.39",3.97,38.93,-27.64,-23.67,-24.48,-14.45,,,
5/29/19,"2,790.25","2,792.03","2,766.06","2,783.02",-12.14,25.97,-7.23,-19.37,-36.33,10.36,,,
5/30/19,"2,786.94","2,799.00","2,776.74","2,788.86",3.92,22.26,1.92,5.84,-6.28,-15.98,,,
5/31/19,"2,766.15","2,768.98","2,750.52","2,752.06",-22.71,18.46,-14.09,-36.8,-38.34,19.88,,,
6/3/19,"2,751.53","2,763.07","2,728.81","2,744.45",-0.53,34.26,-7.08,-7.61,-23.25,-11.01,,,
6/4/19,"2,762.64","2,804.49","2,762.64","2,803.27",18.19,41.85,40.63,58.82,18.19,-60.04,,,
6/5/19,"2,818.09","2,827.28","2,800.92","2,826.15",14.82,26.36,8.06,22.88,-2.35,-24.01,,,
6/6/19,"2,828.51","2,852.10","2,822.45","2,843.49",2.36,29.65,14.98,17.34,-3.7,-25.95,,,
6/7/19,"2,852.87","2,884.97","2,852.87","2,873.34",9.38,32.1,20.47,29.85,9.38,-41.48,,,
6/10/19,"2,885.83","2,904.77","2,885.51","2,886.73",12.49,19.26,0.9,13.39,12.17,-31.43,,,
6/11/19,"2,903.27","2,910.61","2,878.53","2,885.72",16.54,32.08,-17.55,-1.01,-8.2,-23.88,,,
6/12/19,"2,882.73","2,888.57","2,874.68","2,879.84",-2.99,13.89,-2.89,-5.88,-11.04,-2.85,,,
6/13/19,"2,886.24","2,895.24","2,881.99","2,891.64",6.4,13.25,5.4,11.8,2.15,-15.4,,,
6/14/19,"2,886.82","2,894.45","2,879.62","2,886.98",-4.82,14.83,0.16,-4.66,-12.02,-2.81,,,
6/17/19,"2,889.75","2,897.27","2,887.30","2,889.67",2.77,9.97,-0.08,2.69,0.32,-10.29,,,
6/18/19,"2,906.71","2,930.79","2,905.44","2,917.75",17.04,25.35,11.04,28.08,15.77,-41.12,,,
6/19/19,"2,920.55","2,931.74","2,911.43","2,926.46",2.8,20.31,5.91,8.71,-6.32,-13.99,,,
6/20/19,"2,949.60","2,958.06","2,931.50","2,954.18",23.14,26.56,4.58,27.72,5.04,-31.6,,,
6/21/19,"2,952.71","2,964.15","2,946.87","2,950.46",-1.47,17.28,-2.25,-3.72,-7.31,-9.97,,,
6/24/19,"2,951.42","2,954.92","2,944.05","2,945.35",0.96,10.87,-6.07,-5.11,-6.41,-4.46,,,
6/25/19,"2,945.78","2,946.52","2,916.01","2,917.38",0.43,30.51,-28.4,-27.97,-29.34,-1.17,,,
6/26/19,"2,926.07","2,932.59","2,912.99","2,913.78",8.69,19.6,-12.29,-3.6,-4.39,-15.21,,,
6/27/19,"2,919.66","2,929.30","2,918.57","2,924.92",5.88,10.73,5.26,11.14,4.79,-15.52,,,
6/28/19,"2,932.94","2,943.98","2,929.05","2,941.76",8.02,14.93,8.82,16.84,4.13,-19.06,,,
7/1/19,"2,971.41","2,977.93","2,952.22","2,964.33",29.65,25.71,-7.08,22.57,10.46,-36.17,,,
7/2/19,"2,964.66","2,973.21","2,955.92","2,973.01",0.33,17.29,8.35,8.68,-8.41,-8.88,,,
7/3/19,"2,978.08","2,995.84","2,977.96","2,995.82",5.07,17.88,17.74,22.81,4.95,-22.83,,,
7/5/19,"2,984.25","2,994.03","2,967.97","2,990.41",-11.57,26.06,6.16,-5.41,-27.85,1.79,,,
7/8/19,"2,979.77","2,980.76","2,970.09","2,975.95",-10.64,10.67,-3.82,-14.46,-20.32,9.65,,,
7/9/19,"2,965.52","2,981.90","2,963.44","2,979.63",-10.43,18.46,14.11,3.68,-12.51,-5.95,,,
7/10/19,"2,989.30","3,002.98","2,984.62","2,993.07",9.67,18.36,3.77,13.44,4.99,-23.35,,,
7/11/19,"2,999.62","3,002.33","2,988.80","2,999.91",6.55,13.53,0.29,6.84,-4.27,-9.26,,,
7/12/19,"3,003.36","3,013.92","3,001.87","3,013.77",3.45,12.05,10.41,13.86,1.96,-14.01,,,
7/15/19,"3,017.80","3,017.80","3,008.77","3,014.30",4.03,9.03,-3.5,0.53,-5,-4.03,,,
7/16/19,"3,012.13","3,015.02","3,001.15","3,004.04",-2.17,13.87,-8.09,-10.26,-13.15,-0.72,,,
7/17/19,"3,005.10","3,005.26","2,984.25","2,984.42",1.06,21.01,-20.68,-19.62,-19.79,-1.22,,,
7/18/19,"2,978.87","2,998.28","2,973.09","2,995.11",-5.55,25.19,16.24,10.69,-11.33,-13.86,,,
7/19/19,"3,004.26","3,006.02","2,975.86","2,976.61",9.15,30.16,-27.65,-18.5,-19.25,-10.91,,,
7/22/19,"2,981.93","2,990.71","2,976.65","2,985.03",5.32,14.06,3.1,8.42,0.04,-14.1,,,
7/23/19,"2,994.74","3,005.90","2,988.56","3,005.47",9.71,17.34,10.73,20.44,3.53,-20.87,,,
7/24/19,"2,998.77","3,019.59","2,996.82","3,019.56",-6.7,22.77,20.79,14.09,-8.65,-14.12,,,
7/25/19,"3,016.26","3,016.31","2,997.24","3,003.67",-3.3,19.07,-12.59,-15.89,-22.32,3.25,,,
7/26/19,"3,013.25","3,027.98","3,012.59","3,025.86",9.58,15.39,12.61,22.19,8.92,-24.31,,,
7/29/19,"3,024.47","3,025.61","3,014.30","3,020.97",-1.39,11.31,-3.5,-4.89,-11.56,0.25,,,
7/30/19,"3,007.66","3,017.19","3,000.94","3,013.18",-13.31,16.25,5.52,-7.79,-20.03,3.78,,,
7/31/19,"3,016.22","3,017.40","2,958.08","2,980.38",3.04,59.32,-35.84,-32.8,-55.1,-4.22,,,
8/1/19,"2,980.32","3,013.59","2,945.23","2,953.56",-0.06,68.36,-26.76,-26.82,-35.15,-33.21,,,
8/2/19,"2,943.90","2,945.50","2,914.11","2,932.05",-9.66,31.39,-11.85,-21.51,-39.45,8.06,,,
8/5/19,"2,898.07","2,898.07","2,822.12","2,844.74",-33.98,75.95,-53.33,-87.31,-109.93,33.98,,,
8/6/19,"2,861.18","2,884.40","2,847.42","2,881.77",16.44,36.98,20.59,37.03,2.68,-39.66,,,
8/7/19,"2,858.65","2,892.17","2,825.71","2,883.98",-23.12,66.46,25.33,2.21,-56.06,-10.4,,,
8/8/19,"2,896.21","2,938.72","2,894.47","2,938.09",12.23,44.25,41.88,54.11,10.49,-54.74,,,
8/9/19,"2,930.51","2,935.75","2,900.15","2,918.65",-7.58,35.6,-11.86,-19.44,-37.94,2.34,,,
8/12/19,"2,907.07","2,907.58","2,873.14","2,883.75",-11.58,34.44,-23.32,-34.9,-45.51,11.07,,,
8/13/19,"2,880.72","2,943.31","2,877.05","2,926.32",-3.03,66.26,45.6,42.57,-6.7,-59.56,,,
8/14/19,"2,894.15","2,894.15","2,839.64","2,840.60",-32.17,54.51,-53.55,-85.72,-86.68,32.17,,,
8/15/19,"2,846.20","2,856.67","2,825.51","2,847.60",5.6,31.16,1.4,7,-15.09,-16.07,,,
8/16/19,"2,864.74","2,893.63","2,864.74","2,888.68",17.14,28.89,23.94,41.08,17.14,-46.03,,,
8/19/19,"2,913.48","2,931.00","2,913.48","2,923.65",24.8,17.52,10.17,34.97,24.8,-42.32,,,
8/20/19,"2,919.01","2,923.63","2,899.60","2,900.51",-4.64,24.03,-18.5,-23.14,-24.05,0.02,,,
8/21/19,"2,922.04","2,928.73","2,917.91","2,924.43",21.53,10.82,2.39,23.92,17.4,-28.22,,,
8/22/19,"2,930.94","2,939.08","2,904.51","2,922.95",6.51,34.57,-7.99,-1.48,-19.92,-14.65,,,
8/23/19,"2,911.07","2,927.01","2,834.97","2,847.11",-11.88,92.04,-63.96,-75.84,-87.98,-4.06,,,
8/26/19,"2,866.70","2,879.27","2,856.00","2,878.38",19.59,23.27,11.68,31.27,8.89,-32.16,,,
8/27/19,"2,893.14","2,898.79","2,860.59","2,869.16",14.76,38.2,-23.98,-9.22,-17.79,-20.41,,,
8/28/19,"2,861.28","2,890.03","2,853.05","2,887.94",-7.88,36.98,26.66,18.78,-16.11,-20.87,,,
8/29/19,"2,910.37","2,930.50","2,905.67","2,924.58",22.43,24.83,14.21,36.64,17.73,-42.56,,,
8/30/19,"2,937.09","2,940.43","2,913.32","2,926.46",12.51,27.11,-10.63,1.88,-11.26,-15.85,,,
9/3/19,"2,909.01","2,914.39","2,891.85","2,906.27",-17.45,22.54,-2.74,-20.19,-34.61,12.07,,,
9/4/19,"2,924.67","2,938.84","2,921.86","2,937.78",18.4,16.98,13.11,31.51,15.59,-32.57,,,
9/5/19,"2,960.60","2,985.86","2,960.60","2,976.00",22.82,25.26,15.4,38.22,22.82,-48.08,,,
9/6/19,"2,980.33","2,985.03","2,972.51","2,978.71",4.33,12.52,-1.62,2.71,-3.49,-9.03,,,
9/9/19,"2,988.43","2,989.43","2,969.39","2,978.43",9.72,20.04,-10,-0.28,-9.32,-10.72,,,
9/10/19,"2,971.01","2,979.39","2,957.01","2,979.39",-7.42,22.38,8.38,0.96,-21.42,-0.96,,,
9/11/19,"2,981.41","3,000.93","2,975.31","3,000.93",2.02,25.62,19.52,21.54,-4.08,-21.54,,,
9/12/19,"3,009.08","3,020.74","3,000.92","3,009.57",8.15,19.82,0.49,8.64,-0.01,-19.81,,,
9/13/19,"3,012.21","3,017.33","3,002.90","3,007.39",2.64,14.43,-4.82,-2.18,-6.67,-7.76,,,
9/16/19,"2,996.41","3,002.19","2,990.67","2,997.96",-10.98,11.52,1.55,-9.43,-16.72,5.2,,,
9/17/19,"2,995.67","3,006.21","2,993.73","3,005.70",-2.29,12.48,10.03,7.74,-4.23,-8.25,,,
9/18/19,"3,001.50","3,007.83","2,978.57","3,006.73",-4.2,29.26,5.23,1.03,-27.13,-2.13,,,
9/19/19,"3,010.36","3,021.99","3,003.16","3,006.79",3.63,18.83,-3.57,0.06,-3.57,-15.26,,,
9/20/19,"3,008.42","3,016.37","2,984.68","2,992.07",1.63,31.69,-16.35,-14.72,-22.11,-9.58,,,
9/23/19,"2,983.50","2,999.15","2,982.23","2,991.78",-8.57,16.92,8.28,-0.29,-9.84,-7.08,,,
9/24/19,"3,002.43","3,007.98","2,957.73","2,966.60",10.65,50.25,-35.83,-25.18,-34.05,-16.2,,,
9/25/19,"2,968.35","2,989.82","2,952.86","2,984.87",1.75,36.96,16.52,18.27,-13.74,-23.22,,,
9/26/19,"2,985.73","2,987.28","2,963.71","2,977.62",0.86,23.57,-8.11,-7.25,-21.16,-2.41,,,
9/27/19,"2,985.47","2,987.31","2,945.53","2,961.79",7.85,41.78,-23.68,-15.83,-32.09,-9.69,,,
9/30/19,"2,967.07","2,983.85","2,967.07","2,976.74",5.28,16.78,9.67,14.95,5.28,-22.06,,,
10/1/19,"2,983.69","2,992.53","2,938.70","2,940.25",6.95,53.83,-43.44,-36.49,-38.04,-15.79,,,
10/2/19,"2,924.78","2,924.78","2,874.93","2,887.61",-15.47,49.85,-37.17,-52.64,-65.32,15.47,,,
10/3/19,"2,885.38","2,911.13","2,855.94","2,910.63",-2.23,55.19,25.25,23.02,-31.67,-23.52,,,
10/4/19,"2,918.56","2,953.74","2,918.56","2,952.01",7.93,35.18,33.45,41.38,7.93,-43.11,,,
10/7/19,"2,944.23","2,959.75","2,935.68","2,938.79",-7.78,24.07,-5.44,-13.22,-16.33,-7.74,,,
10/8/19,"2,920.40","2,925.47","2,892.66","2,893.06",-18.39,32.81,-27.34,-45.73,-46.13,13.32,,,
10/9/19,"2,911.10","2,929.32","2,907.41","2,919.40",18.04,21.91,8.3,26.34,14.35,-36.26,,,
10/10/19,"2,918.55","2,948.46","2,917.12","2,938.13",-0.85,31.34,19.58,18.73,-2.28,-29.06,,,
10/11/19,"2,963.07","2,993.28","2,963.07","2,970.27",24.94,30.21,7.2,32.14,24.94,-55.15,,,
10/14/19,"2,965.81","2,972.84","2,962.94","2,966.15",-4.46,9.9,0.34,-4.12,-7.33,-2.57,,,
10/15/19,"2,973.61","3,003.28","2,973.61","2,995.68",7.46,29.67,22.07,29.53,7.46,-37.13,,,
10/16/19,"2,989.68","2,997.54","2,985.20","2,989.69",-6,12.34,0.01,-5.99,-10.48,-1.86,,,
10/17/19,"3,000.77","3,008.29","2,991.79","2,997.95",11.08,16.5,-2.82,8.26,2.1,-18.6,,,
10/18/19,"2,996.84","3,000.00","2,976.31","2,986.20",-1.11,23.69,-10.64,-11.75,-21.64,-2.05,,,
10/21/19,"2,996.48","3,007.33","2,995.35","3,006.72",10.28,11.98,10.24,20.52,9.15,-21.13,,,
10/22/19,"3,010.73","3,014.57","2,995.04","2,995.99",4.01,19.53,-14.74,-10.73,-11.68,-7.85,,,
10/23/19,"2,994.01","3,004.78","2,991.21","3,004.52",-1.98,13.57,10.51,8.53,-4.78,-8.79,,,
10/24/19,"3,014.78","3,016.07","3,000.42","3,010.29",10.26,15.65,-4.49,5.77,-4.1,-11.55,,,
10/25/19,"3,003.32","3,027.39","3,001.94","3,022.55",-6.97,25.45,19.23,12.26,-8.35,-17.1,,,
